Instruction,Mode,Missing PC (Hex),Label (Context),Instruction
rvc,v,0x0,No label,Not found in disassembly
rvc,v,0xaaaaaaaaaaaaaaaa,No label,Not found in disassembly
rvc,v,0x8000008c,handle_reset,"csrw	0x744,8"
rvc,v,0x80000138,trap_entry,"csrrw	sp,sscratch,sp"
rvc,v,0x300a,No label,Not found in disassembly
